genre,file,rhythmic_entropy,rhythmic_repetition,pitch_entropy,chord_diversity,rhythm_repeat_rate,same_rhythm_diff_chord_rate,same_rhythm_diff_pitch_rate
classical,haydn_43_1.mid,2.5820850846257417,0.925531914893617,2.1292678467623274,0.002382654276864427,0.0,,
classical,ty_august.mid,2.098325314398464,0.8814326883491148,2.229881770865208,0.008949252474205097,0.0,,
classical,muss_2.mid,4.02158575213731,0.3428362573099415,2.0478612315920173,0.003125637018414079,0.0547945205479452,0.0,0.0
classical,waldstein_1.mid,2.556093117490575,0.9403942610521404,2.3998430500835206,0.004640783920573064,0.012903225806451613,0.7272727272727273,0.7272727272727273
classical,schumm-1.mid,3.415352491903681,0.9455370650529501,2.1386279404649877,0.003592679914673852,0.05970149253731343,0.0,0.0
classical,chpn_op23.mid,3.9502738199899303,0.7190049751243781,2.389069968803395,0.008248683917846816,0.0,,
classical,chpn-p19.mid,0.3711542394211976,0.9918962722852512,2.247736261165488,0.023335826477187734,0.0,,
classical,chpn_op7_2.mid,3.1030403630675236,0.7641196013289037,2.3475704306301375,0.005065982863218463,0.1,0.0,0.0
classical,chpn-p18.mid,2.9192132803979507,0.887719298245614,2.3223842991685757,0.01971954425942156,0.0,,
classical,mendel_op19_1.mid,2.278474258791909,0.8083700440528634,2.175462962507737,0.006916814592642468,0.0,,
classical,grieg_kobold.mid,0.7921372306816746,0.9993089149965446,2.4094737988907995,0.00793368857312019,0.0,,
classical,muss_3.mid,3.1981300148285876,0.5938271604938271,2.2525368606070315,0.009491839333256164,0.0,,
classical,haydn_43_2.mid,2.7997476484599413,0.8242280285035629,2.016033552584357,0.0032932320720478526,0.05263157894736842,0.0,0.0
classical,muss_1.mid,3.632609590542091,0.7344222625529341,2.3617957870058834,0.005348104288033616,0.0,,
classical,burg_sylphen.mid,3.16268002192197,0.8895405669599218,2.128925358727468,0.008124499370637374,0.0,,
classical,waldstein_2.mid,3.724588401852402,0.3346938775510204,2.2999492310195047,0.0025593110172245693,0.0,,
classical,burg_quelle.mid,2.1293221231089445,0.8902877697841727,1.8594831848416948,0.00830849814864987,0.0,,
classical,mendel_op19_3.mid,2.42887470880005,0.866303436714166,2.0173380898385638,0.005885344764949502,0.0,,
classical,schub_d960_4.mid,2.3407915109410613,0.9524748923959828,2.365469757372106,0.006136756048345156,0.01652892561983471,0.4,0.4
classical,chpn_op7_1.mid,3.13401012940549,0.8058727569331158,2.1284972703879705,0.004183179216204315,0.0,,
classical,schum_abegg.mid,3.352067295292534,0.7301389383683649,2.335725983633986,0.013401283503208758,0.0,,
classical,gra_esp_4.mid,3.6693623480373625,0.8629550321199143,2.024754832127345,0.003506038176860148,0.056338028169014086,0.25,0.25
classical,islamei.mid,2.8383684379702396,0.857693743002861,2.4360060694915786,0.01283992489855248,0.0,,
classical,mendel_op19_2.mid,2.7528929446444383,0.5747126436781609,2.128737202285456,0.006117479360931283,0.0,,
classical,schumm-3.mid,3.3057029050553663,0.671090047393365,2.1117365530998646,0.009095260890378171,0.0,,
classical,waldstein_3.mid,2.726904381649375,0.9380266376732808,2.2477851343567523,0.00358075732152433,0.0,,
classical,haydn_8_4.mid,1.5266198700447964,0.916030534351145,1.7841204985730355,0.0049504950495049506,0.0,,
classical,haydn_43_3.mid,2.6850134403306885,0.8813781072830353,2.1411993815506984,0.0027692708672704762,0.05194805194805195,0.0,0.0
classical,muss_4.mid,2.3610302909265197,0.736949846468782,2.15608824600382,0.0022585438335809807,0.0,,
